Case ID,Activity,Resource,Complete Timestamp,outcome
N38846,Insert Fine Notification,,2002-01-03 00:00:00,
V7799,Send Appeal to Prefecture,,2002-01-03 00:00:00,
N37297,Insert Fine Notification,,2002-01-03 00:00:00,
N35469,Insert Fine Notification,,2002-01-03 00:00:00,
N37389,Insert Fine Notification,,2002-01-03 00:00:00,
N36706,Insert Fine Notification,,2002-01-03 00:00:00,
N36748,Insert Fine Notification,,2002-01-03 00:00:00,
N38204,Insert Fine Notification,,2002-01-03 00:00:00,
N39359,Create Fine,541.0,2002-01-03 00:00:00,
C13138,Insert Fine Notification,,2002-01-03 00:00:00,
C14265,Insert Fine Notification,,2002-01-03 00:00:00,
V8027,Payment,,2002-01-03 00:00:00,False
N39139,Create Fine,537.0,2002-01-03 00:00:00,
V8621,Payment,,2002-01-03 00:00:00,False
S66322,Send Appeal to Prefecture,,2002-01-03 00:00:00,
N38357,Payment,,2002-01-03 00:00:00,False
V8282,Insert Date Appeal to Prefecture,,2002-01-03 00:00:00,
N37259,Insert Fine Notification,,2002-01-03 00:00:00,
N38567,Insert Fine Notification,,2002-01-03 00:00:00,
N39481,Insert Fine Notification,,2002-01-03 00:00:00,
N38850,Insert Fine Notification,,2002-01-03 00:00:00,
V7440,Add penalty,,2002-01-04 00:00:00,
S63269,Insert Fine Notification,,2002-01-04 00:00:00,
S64946,Add penalty,,2002-01-04 00:00:00,
S66704,Payment,,2002-01-04 00:00:00,False
S64283,Add penalty,,2002-01-04 00:00:00,
S64515,Add penalty,,2002-01-04 00:00:00,
V7502,Add penalty,,2002-01-04 00:00:00,
N39524,Create Fine,548.0,2002-01-04 00:00:00,
N34296,Add penalty,,2002-01-04 00:00:00,
S64391,Add penalty,,2002-01-04 00:00:00,
S64211,Add penalty,,2002-01-04 00:00:00,
N35737,Add penalty,,2002-01-04 00:00:00,
S64420,Add penalty,,2002-01-04 00:00:00,
C10592,Add penalty,,2002-01-04 00:00:00,
N35511,Payment,,2002-01-04 00:00:00,
S64867,Add penalty,,2002-01-04 00:00:00,
N36845,Payment,,2002-01-04 00:00:00,False
N39523,Create Fine,548.0,2002-01-04 00:00:00,
S64560,Add penalty,,2002-01-04 00:00:00,
V8506,Send Appeal to Prefecture,,2002-01-04 00:00:00,
V8282,Send Appeal to Prefecture,,2002-01-04 00:00:00,
S66061,Add penalty,,2002-01-05 00:00:00,
C12821,Add penalty,,2002-01-05 00:00:00,
S64239,Add penalty,,2002-01-05 00:00:00,
N35072,Add penalty,,2002-01-05 00:00:00,
S68020,Payment,,2002-01-05 00:00:00,
N38743,Insert Fine Notification,,2002-01-05 00:00:00,
V8700,Insert Fine Notification,,2002-01-05 00:00:00,
S64746,Add penalty,,2002-01-05 00:00:00,
V8675,Insert Fine Notification,,2002-01-05 00:00:00,
N39508,Insert Fine Notification,,2002-01-05 00:00:00,
S60389,Add penalty,,2002-01-05 00:00:00,
N39225,Create Fine,538.0,2002-01-05 00:00:00,
N38658,Insert Fine Notification,,2002-01-05 00:00:00,
S64482,Add penalty,,2002-01-05 00:00:00,
S68812,Insert Fine Notification,,2002-01-05 00:00:00,
S70423,Insert Fine Notification,,2002-01-05 00:00:00,
S62840,Add penalty,,2002-01-05 00:00:00,
N38083,Insert Fine Notification,,2002-01-06 00:00:00,
S62588,Add penalty,,2002-01-06 00:00:00,
S64135,Add penalty,,2002-01-06 00:00:00,
S55646,Add penalty,,2002-01-06 00:00:00,
N37964,Insert Fine Notification,,2002-01-06 00:00:00,
S65041,Add penalty,,2002-01-06 00:00:00,
N35708,Add penalty,,2002-01-06 00:00:00,
S69517,Insert Fine Notification,,2002-01-06 00:00:00,
S64956,Add penalty,,2002-01-06 00:00:00,
S65439,Add penalty,,2002-01-06 00:00:00,
N37540,Insert Fine Notification,,2002-01-06 00:00:00,
N36384,Insert Fine Notification,,2002-01-06 00:00:00,
S63591,Add penalty,,2002-01-06 00:00:00,
N37690,Insert Fine Notification,,2002-01-06 00:00:00,
C13169,Add penalty,,2002-01-06 00:00:00,
N19884,Add penalty,,2002-01-06 00:00:00,
S68905,Insert Fine Notification,,2002-01-06 00:00:00,
V8274,Insert Fine Notification,,2002-01-06 00:00:00,
N34940,Add penalty,,2002-01-06 00:00:00,
N34908,Add penalty,,2002-01-06 00:00:00,
S65423,Add penalty,,2002-01-06 00:00:00,
S63464,Add penalty,,2002-01-06 00:00:00,
S64906,Add penalty,,2002-01-06 00:00:00,
S65091,Add penalty,,2002-01-06 00:00:00,
N19880,Add penalty,,2002-01-06 00:00:00,
N34570,Add penalty,,2002-01-06 00:00:00,
S62848,Add penalty,,2002-01-06 00:00:00,
S64478,Add penalty,,2002-01-06 00:00:00,
S65512,Add penalty,,2002-01-06 00:00:00,
S64573,Add penalty,,2002-01-07 00:00:00,
N36851,Insert Fine Notification,,2002-01-07 00:00:00,
S63891,Add penalty,,2002-01-07 00:00:00,
S65641,Add penalty,,2002-01-07 00:00:00,
C14276,Add penalty,,2002-01-07 00:00:00,
N35765,Add penalty,,2002-01-07 00:00:00,
S66108,Insert Date Appeal to Prefecture,,2002-01-07 00:00:00,
N34377,Add penalty,,2002-01-07 00:00:00,
S65981,Add penalty,,2002-01-07 00:00:00,
S66026,Add penalty,,2002-01-07 00:00:00,
S65572,Add penalty,,2002-01-07 00:00:00,
S65571,Add penalty,,2002-01-07 00:00:00,
N35041,Add penalty,,2002-01-07 00:00:00,
N35763,Add penalty,,2002-01-07 00:00:00,
S65688,Add penalty,,2002-01-07 00:00:00,
S69292,Insert Fine Notification,,2002-01-07 00:00:00,
N38878,Insert Fine Notification,,2002-01-07 00:00:00,
S66068,Add penalty,,2002-01-07 00:00:00,
S65360,Add penalty,,2002-01-07 00:00:00,
S66891,Payment,,2002-01-07 00:00:00,False
S66001,Add penalty,,2002-01-07 00:00:00,
N34356,Payment,,2002-01-07 00:00:00,False
S62664,Add penalty,,2002-01-07 00:00:00,
S57444,Add penalty,,2002-01-07 00:00:00,
V8544,Insert Fine Notification,,2002-01-07 00:00:00,
N34367,Add penalty,,2002-01-07 00:00:00,
S70680,Insert Fine Notification,,2002-01-07 00:00:00,
N34347,Payment,,2002-01-07 00:00:00,False
S65971,Add penalty,,2002-01-07 00:00:00,
N34585,Add penalty,,2002-01-07 00:00:00,
S65255,Add penalty,,2002-01-07 00:00:00,
S63895,Add penalty,,2002-01-07 00:00:00,
N37952,Insert Fine Notification,,2002-01-07 00:00:00,
N37789,Insert Fine Notification,,2002-01-07 00:00:00,
S65792,Add penalty,,2002-01-07 00:00:00,
N39193,Insert Fine Notification,,2002-01-07 00:00:00,
N38753,Insert Fine Notification,,2002-01-07 00:00:00,
N37742,Insert Fine Notification,,2002-01-07 00:00:00,
S64125,Add penalty,,2002-01-07 00:00:00,
S70415,Insert Fine Notification,,2002-01-07 00:00:00,
N37110,Insert Fine Notification,,2002-01-07 00:00:00,
S43488,Create Fine,17.0,2002-01-07 00:00:00,
N33098,Add penalty,,2002-01-07 00:00:00,
S63877,Add penalty,,2002-01-07 00:00:00,
S63400,Add penalty,,2002-01-07 00:00:00,
S64160,Add penalty,,2002-01-07 00:00:00,
N39532,Create Fine,548.0,2002-01-07 00:00:00,
N39655,Create Fine,537.0,2002-01-07 00:00:00,
S60787,Insert Fine Notification,,2002-01-08 00:00:00,
S60734,Add penalty,,2002-01-08 00:00:00,
N38682,Insert Fine Notification,,2002-01-08 00:00:00,
N34790,Add penalty,,2002-01-08 00:00:00,
S63650,Add penalty,,2002-01-08 00:00:00,
S65363,Add penalty,,2002-01-08 00:00:00,
N36743,Insert Fine Notification,,2002-01-08 00:00:00,
N34640,Add penalty,,2002-01-08 00:00:00,
S64932,Add penalty,,2002-01-08 00:00:00,
N37246,Payment,,2002-01-08 00:00:00,False
S61930,Add penalty,,2002-01-08 00:00:00,
V8248,Insert Date Appeal to Prefecture,,2002-01-08 00:00:00,
S64542,Add penalty,,2002-01-08 00:00:00,
S65972,Add penalty,,2002-01-08 00:00:00,
S65990,Add penalty,,2002-01-08 00:00:00,
S61916,Add penalty,,2002-01-08 00:00:00,
N35756,Add penalty,,2002-01-08 00:00:00,
S66079,Add penalty,,2002-01-08 00:00:00,
N38125,Insert Fine Notification,,2002-01-08 00:00:00,
N34600,Add penalty,,2002-01-08 00:00:00,
C13792,Insert Fine Notification,,2002-01-08 00:00:00,
N34543,Add penalty,,2002-01-08 00:00:00,
S66322,Receive Result Appeal from Prefecture,,2002-01-08 00:00:00,
S66108,Add penalty,,2002-01-08 00:00:00,
N37200,Insert Fine Notification,,2002-01-08 00:00:00,
N37114,Insert Fine Notification,,2002-01-08 00:00:00,
S64095,Add penalty,,2002-01-08 00:00:00,
S68006,Payment,,2002-01-09 00:00:00,
N39486,Insert Fine Notification,,2002-01-09 00:00:00,
N34280,Add penalty,,2002-01-09 00:00:00,
S62664,Payment,,2002-01-09 00:00:00,
S65550,Add penalty,,2002-01-09 00:00:00,
V8258,Payment,,2002-01-09 00:00:00,False
S65184,Add penalty,,2002-01-09 00:00:00,
S65217,Add penalty,,2002-01-09 00:00:00,
S63799,Add penalty,,2002-01-09 00:00:00,
S63880,Payment,,2002-01-09 00:00:00,False
S65971,Payment,,2002-01-09 00:00:00,False
N37690,Payment,,2002-01-10 00:00:00,
S57446,Payment,,2002-01-10 00:00:00,
S62652,Payment,,2002-01-10 00:00:00,False
N37546,Insert Fine Notification,,2002-01-10 00:00:00,
S70639,Payment,,2002-01-10 00:00:00,
N36669,Payment,,2002-01-10 00:00:00,False
V7869,Add penalty,,2002-01-10 00:00:00,
S62349,Payment,,2002-01-10 00:00:00,False
N39010,Insert Fine Notification,,2002-01-10 00:00:00,
S64813,Add penalty,,2002-01-11 00:00:00,
S65107,Add penalty,,2002-01-11 00:00:00,
S60336,Add penalty,,2002-01-11 00:00:00,
N35963,Add penalty,,2002-01-11 00:00:00,
S64242,Add penalty,,2002-01-11 00:00:00,
S64934,Add penalty,,2002-01-11 00:00:00,
S64498,Add penalty,,2002-01-11 00:00:00,
N39539,Create Fine,548.0,2002-01-11 00:00:00,
N34234,Add penalty,,2002-01-11 00:00:00,
N39230,Create Fine,538.0,2002-01-11 00:00:00,
C13942,Insert Fine Notification,,2002-01-11 00:00:00,
N34667,Add penalty,,2002-01-11 00:00:00,
S65343,Add penalty,,2002-01-11 00:00:00,
N38565,Insert Fine Notification,,2002-01-11 00:00:00,
N34261,Add penalty,,2002-01-11 00:00:00,
S60798,Insert Fine Notification,,2002-01-11 00:00:00,
S67218,Insert Fine Notification,,2002-01-11 00:00:00,
S65346,Add penalty,,2002-01-11 00:00:00,
N39082,Insert Fine Notification,,2002-01-12 00:00:00,
N39373,Create Fine,541.0,2002-01-12 00:00:00,
N38833,Insert Fine Notification,,2002-01-12 00:00:00,
S70639,Insert Fine Notification,,2002-01-12 00:00:00,
S65382,Add penalty,,2002-01-12 00:00:00,
N33082,Payment,,2002-01-12 00:00:00,False
N39494,Insert Fine Notification,,2002-01-12 00:00:00,
S60924,Insert Fine Notification,,2002-01-12 00:00:00,
S63227,Add penalty,,2002-01-12 00:00:00,
S65057,Add penalty,,2002-01-12 00:00:00,
S63590,Add penalty,,2002-01-12 00:00:00,
S68120,Insert Fine Notification,,2002-01-13 00:00:00,
N37300,Insert Fine Notification,,2002-01-13 00:00:00,
S70670,Insert Fine Notification,,2002-01-13 00:00:00,
C13655,Add penalty,,2002-01-13 00:00:00,
N37185,Insert Fine Notification,,2002-01-13 00:00:00,
N37698,Insert Fine Notification,,2002-01-13 00:00:00,
N35477,Insert Fine Notification,,2002-01-13 00:00:00,
S70638,Insert Fine Notification,,2002-01-13 00:00:00,
S62293,Create Fine,704.0,2002-01-13 00:00:00,
N37235,Insert Fine Notification,,2002-01-13 00:00:00,
N37394,Insert Fine Notification,,2002-01-13 00:00:00,
S39206,Create Fine,22.0,2002-01-13 00:00:00,
S66343,Add penalty,,2002-01-14 00:00:00,
N38816,Payment,,2002-01-14 00:00:00,False
V7545,Add penalty,,2002-01-14 00:00:00,
S66193,Add penalty,,2002-01-14 00:00:00,
S66859,Add penalty,,2002-01-14 00:00:00,
S66577,Add penalty,,2002-01-14 00:00:00,
V8577,Insert Fine Notification,,2002-01-14 00:00:00,
S62293,Payment,,2002-01-14 00:00:00,False
N33440,Add penalty,,2002-01-14 00:00:00,
N38551,Insert Fine Notification,,2002-01-15 00:00:00,
S67063,Insert Date Appeal to Prefecture,,2002-01-15 00:00:00,
S66171,Add penalty,,2002-01-15 00:00:00,
N39539,Payment,,2002-01-15 00:00:00,False
N36734,Insert Fine Notification,,2002-01-15 00:00:00,
S66163,Add penalty,,2002-01-15 00:00:00,
V7491,Insert Date Appeal to Prefecture,,2002-01-15 00:00:00,
S70678,Payment,,2002-01-15 00:00:00,False
N35925,Payment,,2002-01-15 00:00:00,
S65086,Add penalty,,2002-01-16 00:00:00,
S62633,Add penalty,,2002-01-16 00:00:00,
N34934,Add penalty,,2002-01-16 00:00:00,
V7633,Add penalty,,2002-01-16 00:00:00,
V8701,Insert Fine Notification,,2002-01-16 00:00:00,
S66264,Add penalty,,2002-01-16 00:00:00,
N39612,Create Fine,550.0,2002-01-16 00:00:00,
S66239,Add penalty,,2002-01-16 00:00:00,
N39040,Payment,,2002-01-16 00:00:00,False
V7928,Add penalty,,2002-01-16 00:00:00,
V7799,Receive Result Appeal from Prefecture,,2002-01-16 00:00:00,
S70754,Create Fine,11.0,2002-01-16 00:00:00,
S70756,Create Fine,11.0,2002-01-16 00:00:00,
S64876,Add penalty,,2002-01-16 00:00:00,
V7914,Add penalty,,2002-01-16 00:00:00,
S64093,Add penalty,,2002-01-16 00:00:00,
S65706,Add penalty,,2002-01-16 00:00:00,
S60534,Add penalty,,2002-01-16 00:00:00,
S66624,Add penalty,,2002-01-16 00:00:00,
S62289,Insert Fine Notification,,2002-01-17 00:00:00,
S62914,Add penalty,,2002-01-17 00:00:00,
S62371,Create Fine,30.0,2002-01-17 00:00:00,
N34322,Add penalty,,2002-01-17 00:00:00,
N33687,Add penalty,,2002-01-17 00:00:00,
N34780,Add penalty,,2002-01-17 00:00:00,
V8469,Payment,,2002-01-17 00:00:00,False
S63088,Add penalty,,2002-01-17 00:00:00,
S65443,Add penalty,,2002-01-18 00:00:00,
V7826,Add penalty,,2002-01-18 00:00:00,
V7878,Add penalty,,2002-01-18 00:00:00,
S66330,Add penalty,,2002-01-18 00:00:00,
C12821,Payment,,2002-01-18 00:00:00,
S66606,Add penalty,,2002-01-18 00:00:00,
S65627,Add penalty,,2002-01-18 00:00:00,
S65210,Add penalty,,2002-01-18 00:00:00,
S63943,Add penalty,,2002-01-18 00:00:00,
S70756,Payment,,2002-01-18 00:00:00,False
V7904,Add penalty,,2002-01-18 00:00:00,
S54631,Create Fine,32.0,2002-01-18 00:00:00,
V8731,Create Fine,11.0,2002-01-18 00:00:00,
V7375,Add penalty,,2002-01-19 00:00:00,
S69613,Insert Fine Notification,,2002-01-19 00:00:00,
S69164,Payment,,2002-01-19 00:00:00,
N19887,Add penalty,,2002-01-19 00:00:00,
N39620,Create Fine,550.0,2002-01-19 00:00:00,
N39629,Create Fine,550.0,2002-01-19 00:00:00,
N34795,Add penalty,,2002-01-19 00:00:00,
S64093,Payment,,2002-01-19 00:00:00,
N38935,Create Fine,536.0,2002-01-19 00:00:00,
N39624,Create Fine,550.0,2002-01-19 00:00:00,
S66076,Add penalty,,2002-01-19 00:00:00,
N39632,Create Fine,550.0,2002-01-19 00:00:00,
S64899,Insert Fine Notification,,2002-01-19 00:00:00,
V7491,Add penalty,,2002-01-20 00:00:00,
N38425,Insert Fine Notification,,2002-01-20 00:00:00,
V7598,Add penalty,,2002-01-20 00:00:00,
N38607,Create Fine,540.0,2002-01-21 00:00:00,
N38941,Create Fine,536.0,2002-01-21 00:00:00,
S69517,Payment,,2002-01-21 00:00:00,
S66191,Add penalty,,2002-01-21 00:00:00,
S66511,Add penalty,,2002-01-21 00:00:00,
N34328,Add penalty,,2002-01-21 00:00:00,
N34672,Notify Result Appeal to Offender,,2002-01-21 00:00:00,
S70466,Payment,,2002-01-22 00:00:00,False
S67731,Payment,,2002-01-22 00:00:00,False
V8336,Payment,,2002-01-22 00:00:00,False
S54631,Payment,,2002-01-22 00:00:00,False
N36141,Payment,,2002-01-22 00:00:00,False
V7905,Add penalty,,2002-01-22 00:00:00,
V8570,Payment,,2002-01-22 00:00:00,False
V7825,Add penalty,,2002-01-22 00:00:00,
N36809,Insert Fine Notification,,2002-01-22 00:00:00,
S69327,Insert Date Appeal to Prefecture,,2002-01-22 00:00:00,
N33604,Payment,,2002-01-22 00:00:00,False
N39755,Create Fine,548.0,2002-01-22 00:00:00,
N39390,Create Fine,541.0,2002-01-22 00:00:00,
S70760,Create Fine,11.0,2002-01-23 00:00:00,
N39706,Create Fine,537.0,2002-01-23 00:00:00,
S69358,Payment,,2002-01-23 00:00:00,
V8743,Create Fine,11.0,2002-01-23 00:00:00,
N34267,Payment,,2002-01-24 00:00:00,False
N39247,Create Fine,538.0,2002-01-24 00:00:00,
V7702,Payment,,2002-01-24 00:00:00,False
S70071,Insert Fine Notification,,2002-01-24 00:00:00,
N38613,Create Fine,540.0,2002-01-24 00:00:00,
S70767,Create Fine,11.0,2002-01-24 00:00:00,
N39716,Create Fine,537.0,2002-01-24 00:00:00,
N39724,Create Fine,537.0,2002-01-25 00:00:00,
N37351,Payment,,2002-01-25 00:00:00,False
S66330,Payment,,2002-01-25 00:00:00,
N38622,Create Fine,540.0,2002-01-25 00:00:00,
N37043,Payment,,2002-01-25 00:00:00,False
N39010,Payment,,2002-01-25 00:00:00,
S68120,Payment,,2002-01-25 00:00:00,
N39392,Create Fine,541.0,2002-01-25 00:00:00,
N37885,Payment,,2002-01-26 00:00:00,False
N34552,Add penalty,,2002-01-28 00:00:00,
N39740,Create Fine,537.0,2002-01-28 00:00:00,
S52807,Create Fine,704.0,2002-01-28 00:00:00,
S70581,Create Fine,25.0,2002-01-28 00:00:00,
N33590,Payment,,2002-01-28 00:00:00,False
S70704,Create Fine,28.0,2002-01-28 00:00:00,
S67354,Payment,,2002-01-28 00:00:00,False
N39247,Payment,,2002-01-28 00:00:00,False
S66221,Add penalty,,2002-01-28 00:00:00,
S66061,Notify Result Appeal to Offender,,2002-01-28 00:00:00,
V8268,Payment,,2002-01-28 00:00:00,False
S69313,Payment,,2002-01-28 00:00:00,
N38629,Create Fine,540.0,2002-01-29 00:00:00,
N38636,Create Fine,540.0,2002-01-29 00:00:00,
S62848,Payment,,2002-01-29 00:00:00,
V8700,Insert Date Appeal to Prefecture,,2002-01-29 00:00:00,
N37254,Payment,,2002-01-29 00:00:00,False
C14456,Create Fine,25.0,2002-01-29 00:00:00,
S64454,Payment,,2002-01-29 00:00:00,
V8337,Payment,,2002-01-29 00:00:00,False
N38639,Create Fine,540.0,2002-01-30 00:00:00,
N39278,Create Fine,538.0,2002-01-30 00:00:00,
N39748,Create Fine,537.0,2002-01-30 00:00:00,
N37876,Insert Fine Notification,,2002-01-30 00:00:00,
N39420,Create Fine,541.0,2002-01-30 00:00:00,
S68816,Add penalty,,2002-01-30 00:00:00,
N39421,Create Fine,541.0,2002-01-30 00:00:00,
S66638,Add penalty,,2002-01-30 00:00:00,
V7656,Add penalty,,2002-01-30 00:00:00,
S68006,Add penalty,,2002-01-30 00:00:00,
N38642,Create Fine,540.0,2002-01-30 00:00:00,
N37643,Insert Fine Notification,,2002-01-30 00:00:00,
S62252,Payment,,2002-01-30 00:00:00,False
S66068,Payment,,2002-01-30 00:00:00,
S67117,Add penalty,,2002-01-30 00:00:00,
S69859,Add penalty,,2002-01-30 00:00:00,
N39790,Create Fine,548.0,2002-01-31 00:00:00,
S62771,Payment,,2002-01-31 00:00:00,False
N39796,Create Fine,548.0,2002-01-31 00:00:00,
S67496,Add penalty,,2002-02-01 00:00:00,
S67479,Add penalty,,2002-02-01 00:00:00,
N36208,Create Fine,548.0,2002-02-01 00:00:00,
S68021,Add penalty,,2002-02-01 00:00:00,
S68753,Add penalty,,2002-02-01 00:00:00,
S67041,Add penalty,,2002-02-01 00:00:00,
S69327,Add penalty,,2002-02-01 00:00:00,
S66549,Add penalty,,2002-02-01 00:00:00,
S69111,Add penalty,,2002-02-01 00:00:00,
S70494,Add penalty,,2002-02-01 00:00:00,
S68549,Add penalty,,2002-02-01 00:00:00,
V8046,Add penalty,,2002-02-01 00:00:00,
S69264,Add penalty,,2002-02-01 00:00:00,
N39301,Create Fine,540.0,2002-02-01 00:00:00,
V8125,Add penalty,,2002-02-01 00:00:00,
S68646,Add penalty,,2002-02-01 00:00:00,
S67949,Add penalty,,2002-02-01 00:00:00,
S65244,Add penalty,,2002-02-01 00:00:00,
N36290,Add penalty,,2002-02-01 00:00:00,
S68274,Add penalty,,2002-02-01 00:00:00,
S67378,Add penalty,,2002-02-01 00:00:00,
S69164,Add penalty,,2002-02-01 00:00:00,
S67097,Add penalty,,2002-02-01 00:00:00,
S61952,Payment,,2002-02-01 00:00:00,False
S67112,Add penalty,,2002-02-01 00:00:00,
S67830,Add penalty,,2002-02-01 00:00:00,
V8531,Payment,,2002-02-01 00:00:00,False
S67327,Add penalty,,2002-02-01 00:00:00,
S69303,Add penalty,,2002-02-01 00:00:00,
S66108,Receive Result Appeal from Prefecture,,2002-02-01 00:00:00,
S67323,Add penalty,,2002-02-01 00:00:00,
V7761,Add penalty,,2002-02-01 00:00:00,
N36285,Add penalty,,2002-02-01 00:00:00,
S68598,Add penalty,,2002-02-01 00:00:00,
S68741,Add penalty,,2002-02-01 00:00:00,
S67227,Add penalty,,2002-02-01 00:00:00,
S69133,Add penalty,,2002-02-01 00:00:00,
N36280,Add penalty,,2002-02-01 00:00:00,
V7421,Add penalty,,2002-02-01 00:00:00,
S69134,Add penalty,,2002-02-01 00:00:00,
S67171,Add penalty,,2002-02-01 00:00:00,
N33701,Create Fine,538.0,2002-02-02 00:00:00,
N35671,Add penalty,,2002-02-02 00:00:00,
S67001,Add penalty,,2002-02-02 00:00:00,
S62837,Add penalty,,2002-02-02 00:00:00,
N35860,Add penalty,,2002-02-02 00:00:00,
S66879,Add penalty,,2002-02-02 00:00:00,
S67287,Add penalty,,2002-02-02 00:00:00,
S67011,Add penalty,,2002-02-02 00:00:00,
N35296,Add penalty,,2002-02-02 00:00:00,
S63193,Add penalty,,2002-02-02 00:00:00,
S68164,Add penalty,,2002-02-02 00:00:00,
S68851,Add penalty,,2002-02-02 00:00:00,
S68080,Add penalty,,2002-02-02 00:00:00,
S66305,Add penalty,,2002-02-02 00:00:00,
S69174,Add penalty,,2002-02-02 00:00:00,
S68584,Add penalty,,2002-02-02 00:00:00,
N19989,Add penalty,,2002-02-02 00:00:00,
S67482,Add penalty,,2002-02-02 00:00:00,
S67583,Add penalty,,2002-02-02 00:00:00,
N33712,Create Fine,538.0,2002-02-02 00:00:00,
S65728,Add penalty,,2002-02-02 00:00:00,
S67063,Add penalty,,2002-02-02 00:00:00,
S69700,Add penalty,,2002-02-02 00:00:00,
N33704,Create Fine,538.0,2002-02-02 00:00:00,
N34734,Add penalty,,2002-02-02 00:00:00,
